symbol,stock,percentage,ownership_count,hold_price,max_percentage,current_price,_52_week_low,percentage_above_52_week_low,_52_week_high
OIH,Vaneck Oil Services ETF,0.001,1,,0.10,$267.33,$193.79,37.95,$336.30
VNT,Vontier Corp.,0.001,1,,0.04,$30.63,$16.50,85.64,$31.96
HCP,Hashicorp Inc Cl A,0.001,1,,0.05,$26.26,$21.50,22.14,$44.34
EMCG,Embrace Change Acquisition C,0.001,1,,0.04,$10.57,$9.96,6.12,$11.69
BRX,Brixmor Property Group Inc.,0.001,1,,0.09,$20.77,$17.18,20.90,$23.97
NLY,Annaly Capital Management Inc.,0.001,1,,0.05,$20.11,$14.01,43.54,$26.26
ESGD,Ishares Trust Ishares Esg Aw,0.001,1,,0.04,$71.33,$52.47,35.94,$74.35
KNTE,Kinnate Biopharma Inc.,0.001,1,,0.05,$3.18,$2.32,37.07,$15.86
FTII,Futuretech Ii Acquisiti Cl A,0.001,1,,0.06,$10.65,$9.98,6.71,$12.12
JFR,Nuveen Floating Rate Income Fund,0.001,1,,0.11,$7.80,$7.25,7.59,$8.45
VICR,Vicor Corp.,0.001,1,,0.10,$53.13,$38.71,37.25,$82.40
NTNX,Nutanix Inc.,0.001,1,,0.05,$27.36,$13.98,95.71,$33.73
CPT,Camden Property Trust,0.001,1,,0.04,$105.83,$96.79,9.34,$143.97
GLOB,Globant S.A.,0.001,1,,0.09,$174.75,$135.41,29.05,$240.00
HCSG,Healthcare Services Group,0.001,1,,0.09,$14.39,$11.55,24.59,$18.19
TGR-OLD,Kimbell Tiger Acquisition A,0.001,1,,0.04,$10.55,$9.99,5.61,$10.59
GLST,Global Star Acquisition Cl A,0.001,1,,0.04,$10.46,$10.00,4.60,$11.00
JRO,Nuveen Flt Rate Inc Opp Fd,0.001,1,,0.09,$7.68,$7.18,6.96,$8.26
PPYA,Papaya Growth Opportuni Cl A,0.001,1,,0.04,$10.56,$9.96,6.02,$11.09
DVDCF,Davide Campari-Milano S.p.A.,0.001,1,,0.10,$13.55,$8.55,58.48,$14.03
UAA,Under Armour Inc.,0.001,1,,0.11,$7.16,$6.38,12.23,$13.05
EPC,Edgewell Personal Care Co.,0.001,1,,0.10,$42.34,$33.16,27.68,$45.96
CSLM,Consilium Acquisition Corp I,0.001,1,,0.06,$10.48,$9.78,7.16,$10.60
LBAI,Lakeland Bancorp Inc.,0.001,1,,0.05,$13.67,$11.61,17.74,$19.55
SPY,SPDR S&P 500 ETF Trust,0.002,3,$409.38,0.12,$433.16,$342.65,26.41,$443.61
HSY,Hershey Co.,0.002,3,$254.42,0.08,$259.03,$208.78,24.07,$275.81
FTI,TechnipFMC plc,0.002,2,$13.65,0.13,$14.78,$5.48,169.71,$16.03
SLCA,U.S. Silica Holdings Inc.,0.002,2,$11.92,0.11,$11.58,$9.47,22.28,$15.83
MHO,M/I Homes,0.002,2,$63.09,0.13,$81.55,$35.37,130.56,$82.81
STC,Stewart Information Services,0.002,2,$40.35,0.12,$41.22,$34.80,18.45,$53.54
HRI,HERC Holdings Inc.,0.002,2,$113.90,0.12,$125.48,$84.71,48.13,$161.46
MIDD,Middleby Corp.,0.002,2,$146.48,0.15,$140.24,$120.30,16.58,$162.02
HUM,Humana Inc.,0.002,2,$485.48,0.14,$445.78,$435.00,2.48,$569.39
CAKE,Cheesecake Factory,0.002,2,$35.05,0.13,$32.35,$25.03,29.24,$40.31
CC,Chemours Co.,0.002,2,$29.94,0.18,$33.47,$23.03,45.33,$37.20
VTS,Vitesse Energy Inc.,0.002,2,$19.03,0.18,$20.98,$13.24,58.46,$26.85
GSHD,Goosehead Insurance Inc.,0.002,2,$52.20,0.11,$61.21,$29.23,109.41,$71.04
SIX,Six Flags Entertainment Corp.,0.002,2,$26.71,0.11,$26.36,$16.83,56.63,$31.29
OPCH,Option Care Health Inc.,0.002,2,$31.77,0.16,$30.31,$24.23,25.09,$35.87
SMG,Scotts Miracle-Gro Co.,0.002,2,$69.74,0.13,$57.38,$38.36,49.58,$87.62
WING,Wingstop Inc.,0.002,2,$183.59,0.14,$187.19,$71.62,161.37,$223.35
BIL,SPDR Bloomberg 1 3 Month T B,0.002,2,$91.83,0.12,$91.73,$87.90,4.36,$91.73
GIS,General Mills,0.002,2,$85.22,0.08,$81.30,$67.01,21.33,$90.89
LPX,Louisiana-Pacific Corp.,0.002,2,$54.21,0.12,$67.84,$47.63,42.43,$72.46
UA,Under Armour CL C,0.002,1,,0.14,$6.58,$5.74,14.63,$11.42
GANX,Gain Therapeutics Inc.,0.002,1,,0.14,$4.41,$2.80,57.50,$6.19
EWTX,Edgewise Therapeutics Inc.,0.002,1,,0.15,$7.60,$5.53,37.43,$14.33
TV,Grupo Televisa SA,0.002,1,,0.16,$5.01,$4.29,16.78,$8.75
BPMC,Blueprint Medicines Corp.,0.002,1,,0.19,$63.83,$37.82,68.77,$79.40
HCNE-OLD,Jaws Hurricane Acquisition A,0.002,1,,0.17,$10.24,$9.71,5.46,$10.70
RMR,RMR Group Inc.,0.002,1,,0.12,$23.41,$20.79,12.60,$30.55
IMAX,IMAX Corp.,0.002,1,,0.17,$17.26,$12.13,42.29,$21.82
VKTX,Viking Therapeutics Inc.,0.002,1,,0.15,$20.39,$2.53,705.93,$25.72
CRNC,Cerence Inc.,0.002,1,,0.16,$28.25,$12.82,120.36,$36.79
HALO,Halozyme Therapeutics,0.002,1,,0.17,$34.12,$29.85,14.30,$59.46
SONY,Sony Group Corp.,0.002,1,,0.12,$91.11,$61.52,48.10,$100.94
DOOO,BRP Inc.,0.002,1,,0.12,$78.48,$58.52,34.11,$90.26
005180.KS,Binggrae Co. Ltd,0.002,1,,0.17,,,,
IQ,iQIYI Inc.,0.002,1,,0.15,$5.00,$1.65,203.03,$7.99
LITT-OLD,Logistics Innovation Technologies Corp.,0.002,1,,0.17,$10.24,$9.69,5.68,$10.97
TPC,Tutor Perini Corp.,0.002,1,,0.14,$6.60,$4.90,34.69,$9.60
STHO,Star Holdings,0.002,1,,0.18,$13.35,$13.35,0.00,$19.58
PCH,PotlatchDeltic Corp.,0.002,1,,0.17,$50.24,$36.82,36.45,$52.10
ALL,Allstate Corp.,0.002,1,,0.18,$107.54,$102.35,5.07,$140.03
OI,O-I Glass Inc.,0.002,1,,0.14,$20.17,$11.60,73.88,$23.52
HIMS,Hims & Hers Health Inc.,0.002,1,,0.18,$8.42,$4.01,109.98,$12.34
OR,Osisko Gold Royalties Ltd,0.002,1,,0.18,$15.06,$9.10,65.49,$17.96
PSA,Public Storage,0.002,1,,0.13,$283.41,$263.37,7.61,$345.37
CIGI,Colliers International Group Inc.,0.002,1,,0.19,$93.43,$84.02,11.20,$132.80
CWEGF,Crew Energy Inc.,0.002,1,,0.14,$3.90,$2.97,31.31,$5.37
EFHT,Ef Hutton Acquisition Corp,0.002,1,,0.14,$10.32,$9.98,3.41,$11.37
FBAK,First National Bank Alaska,0.002,1,,0.14,$196.30,$176.88,10.98,$249.47
0590.HK,Luk Fook Holdings,0.002,1,,0.17,,,,
URBN,Urban Outfitters Inc.,0.002,1,,0.13,$31.36,$18.20,72.31,$34.48
SPNS,Sapiens International Corp,0.002,1,,0.16,$26.20,$15.80,65.82,$27.52
TPIC,TPI Composites Inc.,0.002,1,,0.13,$8.99,$8.46,6.26,$25.05
ALVOW,Alvotech SA  27,0.002,1,,0.15,$1.00,,,
EGGF,EG Acquisition Corp.,0.002,1,,0.18,$10.30,$9.71,6.08,$10.35
UNIT,Uniti Group Inc.,0.002,1,,0.17,$4.13,$2.75,50.18,$8.96
IVV,Ishares Core S&P  500 ETF,0.002,1,,0.12,$435.46,$344.42,26.43,$445.48
VWO,Vanguard FTSE Emerging Marke,0.002,1,,0.16,$40.15,$34.29,17.09,$43.18
VUG,Vanguard Growth ETF,0.002,1,,0.12,$276.56,$202.86,36.33,$283.65
AXL,American Axle & Manufacturing Holdings,0.002,1,,0.18,$7.71,$6.61,16.64,$11.96
WAVC.U,Waverley Capital Acquisition Corp. 1 Units,0.002,1,,0.19,,,,
APAM,Artisan Partners Asset Mgmt. Inc.,0.002,1,,0.13,$36.24,$24.61,47.26,$39.35
7864.T,Fuji Seal International Inc.,0.002,1,,0.12,,,,
EFA,iShares MSCI EAFE ETF,0.002,1,,0.16,$70.98,$52.45,35.33,$73.91
KBH,KB Home,0.002,1,,0.18,$52.04,$24.99,108.24,$52.40
LW,Lamb Weston Hldgs Inc.,0.002,1,,0.17,$114.68,$68.93,66.37,$116.00
9934.T,Inaba Denki Sangyo Co.,0.002,1,,0.19,,,,
TEO,Telecom Argentina S.A.,0.002,1,,0.14,$6.32,$3.57,77.03,$6.88
MBLY,Mobileye Global Inc.,0.002,1,,0.18,$37.15,$24.85,49.50,$48.11
IWR,Ishares Russell Mid Cap ETF,0.002,1,,0.17,$70.23,$59.89,17.26,$74.75
MAG,MAG Silver Corp.,0.002,1,,0.19,$10.88,$10.32,5.43,$17.02
PHVS,Pharvaris NV,0.002,1,,0.12,$11.70,$1.77,561.02,$26.00
EA,Electronic Arts,0.002,1,,0.12,$125.24,$108.53,15.40,$135.22
STNE,StoneCo Ltd.,0.001,3,$9.54,0.06,$13.54,$7.20,88.06,$14.60
SITE,SiteOne Landscape Supply Inc.,0.001,3,$136.94,0.03,$157.92,$97.36,62.20,$165.32
BLMN,Bloomin Brands Inc.,0.001,2,$25.65,0.06,$25.77,$15.49,66.37,$27.62
GPC,Genuine Parts,0.001,2,$165.65,0.05,$159.62,$128.34,24.37,$185.49
LII,Lennox International,0.001,2,$245.30,0.04,$311.65,$195.34,59.54,$315.25
DCGO,Docgo Inc,0.001,2,$8.66,0.07,$9.73,$6.36,52.99,$11.41
RVLV,Revolve Group Inc.,0.001,2,$26.29,0.03,$15.42,$14.95,3.14,$32.59
LVS,Las Vegas Sands Corp.,0.001,2,$57.44,0.05,$57.28,$30.93,85.19,$65.58
RMD,ResMed Inc.,0.001,2,$216.71,0.03,$215.25,$201.26,6.95,$245.73
GHC,Graham Holdings Co.,0.001,2,$595.79,0.04,$566.97,$521.33,8.75,$679.80
BOOT,Boot Barn Holdings,0.001,2,$76.70,0.04,$79.00,$50.20,57.37,$88.80
TRNO,Terreno Realty Corp.,0.001,2,$64.60,0.09,$56.62,$49.68,13.97,$66.60
BBY,Best Buy Co. Inc.,0.001,2,$76.28,0.04,$79.13,$58.71,34.78,$91.12
LEVI,Levi Strauss & Co.,0.001,2,$18.11,0.04,$14.42,$12.80,12.66,$20.02
CPB,Campbell Soup,0.001,2,$54.75,0.03,$45.60,$45.42,0.40,$57.01
CRMT,America's Car Mart Inc.,0.001,2,$79.22,0.03,$94.48,$52.24,80.86,$127.05
ATKR,Atkore International Group Inc.,0.001,2,$140.44,0.04,$144.28,$70.50,104.65,$154.86
AJRD,Aerojet Rocketdyne Holdings,0.001,2,$56.16,0.04,$54.93,$38.48,42.75,$56.80
LTRPA,Liberty TripAdvisor Hldgs,0.001,2,$0.85,0.10,$0.68,$0.57,19.30,$1.68
AMN,AMN Healthcare Services,0.001,2,$82.96,0.05,$103.90,$81.15,28.03,$129.04
FFIV,F5 Networks,0.001,2,$143.75,0.04,$144.42,$127.05,13.67,$174.38
TGNA,TEGNA Inc.,0.001,2,$16.91,0.04,$15.28,$15.00,1.87,$22.04
EQIX,Equinix Inc.,0.001,2,$721.04,0.11,$746.25,$485.52,53.70,$792.03
BZH,Beazer Homes USA,0.001,2,$15.88,0.05,$22.49,$9.47,137.49,$23.38
RLYB,Rallybio Corp.,0.001,1,,0.11,$8.02,$4.15,93.25,$15.89
ONON,On Holding AG,0.001,1,,0.04,$29.74,$15.44,92.62,$34.88
WELL,Welltower Inc.,0.001,1,,0.09,$76.30,$55.11,38.45,$84.05
ASCA,A Spac I Acquisition Corp A,0.001,1,,0.04,$10.54,$9.55,10.37,$11.44
DXYN,Dixie Group,0.000,1,,0.00,$1.19,$0.67,77.61,$1.83
MD,MEDNAX Inc.,0.000,1,,0.01,$13.64,$12.84,6.23,$23.95
FORM,FormFactor Inc.,0.000,1,,0.02,$29.92,$18.15,64.85,$41.00
APP,Applovin Corp.,0.000,1,,0.01,$23.38,$9.14,155.80,$40.56
COHU,Cohu Inc.,0.000,1,,0.01,$39.42,$24.06,63.84,$41.00
ICAD,iCAD Inc.,0.000,1,,0.00,$1.37,$1.05,30.48,$4.59
HEINY,Heineken Nv Spn ADR,0.000,1,,0.01,$52.21,$39.47,32.28,$58.23
SKYX,Skyx Platforms Corp,0.000,1,,0.01,$2.57,$1.35,90.37,$7.78
KARO,Karooooo Ltd,0.000,1,,0.01,$23.39,$18.33,27.61,$27.87
JBT,John Bean Technologies Corp.,0.000,1,,0.01,$116.38,$81.35,43.06,$123.12
TRN,Trinity Industries,0.000,1,,0.01,$23.44,$20.07,16.79,$31.05
MNTX,Manitex International Inc.,0.000,1,,0.00,$5.30,$3.48,52.30,$6.89
MCHX,Marchex Inc. CL B,0.000,1,,0.00,$2.16,$1.23,75.61,$2.30
OIS,Oil States International Inc.,0.000,1,,0.01,$6.94,$3.51,97.72,$10.47
PFMT,Performant Financial Corp.,0.000,1,,0.01,$3.02,$1.72,75.58,$3.97
RGS,Regis Corp.,0.000,1,,0.00,$1.03,$0.69,49.28,$1.85
VSTM,Verastem Inc.,0.000,1,,0.02,$8.82,$8.80,0.23,$210.24
MARX,Mars Acquisition Corp,0.000,1,,0.02,$10.40,$10.15,2.46,$11.00
SUP,Superior Industries International Inc.,0.000,1,,0.01,$3.57,$2.88,23.96,$7.38
CPUH.WS,Compute Health Acquisition Corp. WTS,0.000,1,,0.00,,,,
HIW,Highwoods Properties,0.000,1,,0.02,$21.21,$18.98,11.75,$33.22
TMTCU,Tmt Acquisition Corp,0.000,1,,0.01,$10.49,$10.19,2.94,$10.65
SUI,Sun Communities Inc.,0.000,1,,0.03,$125.10,$116.10,7.75,$169.36
AIRG,Airgain Inc,0.000,1,,0.00,$5.20,$5.00,4.00,$9.34
TMCWW,TMC the metals company Inc. WTS,0.000,1,,0.00,,,,
SKWD,Skyward Specialty Insurance,0.000,1,,0.02,$25.26,$17.50,44.34,$25.92
FSRXW,Finserv Acquisition Co WTS26,0.000,1,,0.00,$0.03,$0.00,,$0.36
TU,TELUS Corp.,0.000,1,,0.01,$19.23,$18.12,6.13,$22.50
RBLX,Roblox Corp.,0.000,1,,0.02,$37.85,$25.32,49.49,$53.88
GDOT,Green Dot Corp.,0.000,1,,0.01,$18.16,$14.96,21.39,$28.91
FLO,Flowers Foods,0.000,1,,0.02,$24.45,$23.76,2.90,$29.64
DISTW,Distoken Acquisition Corp 28,0.000,1,,0.00,$0.07,,,$0.07
MNRO,Monro Inc.,0.000,1,,0.02,$39.68,$39.18,1.28,$54.64
BOOM,DMC Global Inc.,0.000,1,,0.01,$16.36,$13.95,17.28,$28.01
DKNG,DraftKings Inc.,0.000,1,,0.01,$25.01,$10.69,133.96,$26.65
PENN,Penn National Gaming Inc.,0.000,1,$94.62,0.02,$23.01,$23.01,0.00,$39.35
JOB,Gee Group Inc,0.000,1,,0.00,$0.53,$0.36,47.22,$0.80
ARCH,Arch Resources Inc.,0.000,1,,0.01,$111.47,$102.42,8.84,$173.06
DOCS,Doximity Inc.,0.000,1,,0.02,$32.03,$22.91,39.81,$47.46
ICHR,Ichor Holdings Ltd,0.000,1,,0.02,$35.58,$21.04,69.11,$39.73
HKHHY,Heineken Holding Nv Spn ADR,0.000,1,,0.01,$43.92,$32.28,36.06,$48.61
EZFL,Ezfill Holdings Inc,0.000,1,,0.00,$2.27,$1.46,55.48,$62.72
MYTE,MYT Netherlands Parent BV,0.000,1,,0.00,$3.66,$3.60,1.67,$15.90
LADR,Ladder Capital Corp. CL A,0.000,1,,0.00,$10.29,$8.27,24.43,$11.37
CF,CF Industries Holdings Inc.,0.000,1,,0.03,$70.53,$60.08,17.39,$117.88
TTSH,Tile Shop Hldgs Inc,0.000,1,,0.00,$5.43,$2.70,101.11,$5.97
MTDR,Matador Resources Co.,0.000,1,,0.01,$49.62,$40.79,21.65,$73.22
DRI,Darden Restaurants,0.000,1,,0.03,$161.34,$107.47,50.13,$168.98
ONB,Old National Bancorp,0.000,1,,0.00,$13.39,$11.41,17.35,$19.45
ADUS,Addus HomeCare Corp.,0.000,1,,0.00,$91.18,$77.30,17.96,$114.99
RVTY,Revvity Inc.,0.000,1,,0.00,$115.95,$110.75,4.70,$169.73
MARXR,Mars Acquisition Corp Rights,0.000,1,,0.00,$0.24,$0.15,60.00,$0.25
SGRY,Surgery Partners Inc.,0.000,1,,0.01,$40.47,$20.46,97.80,$44.59
BW,Babcock & Wilcox Enterprises,0.000,1,,0.00,$6.35,$3.89,63.24,$8.66
SRNEQ,Sorrento Therapeutics,0.000,1,,0.00,$0.34,,,
SLAC.WS,Social Leverage Acquisition Corp. WTS,0.000,1,,0.00,,,,
PHJMF,Hanjaya Mandala Sampoerna,0.000,1,,0.00,$0.06,$0.04,50.00,$0.09
ENER,Accretion Acquisition Corp.,0.000,1,,0.03,$10.37,$9.83,5.49,$10.91
TDC,Teradata Corp.,0.000,1,,0.01,$51.31,$28.65,79.09,$52.20
RNG,RingCentral Inc.,0.000,1,,0.02,$32.07,$25.32,26.66,$62.51
GFF,Griffon Corp.,0.000,1,,0.01,$37.46,$22.84,64.01,$40.75
KEX,Kirby Corp.,0.000,1,,0.01,$72.82,$55.03,32.33,$76.66
LPG,Dorian LPG Ltd,0.000,1,,0.01,$24.17,$10.98,120.13,$25.56
DBX,Dropbox Inc.,0.000,1,,0.03,$26.30,$18.71,40.57,$26.49
TTD,Trade Desk Inc.,0.000,1,,0.01,$76.20,$39.00,95.38,$78.60
CLFD,Clearfield Inc.,0.000,1,,0.00,$45.84,$30.00,52.80,$134.90
PFSI,PennyMac Financial Services,0.000,1,,0.01,$67.69,$41.19,64.34,$73.32
ROCK,Gibraltar Industries,0.000,1,,0.01,$58.07,$36.58,58.75,$60.54
ARVN,Arvinas Inc.,0.000,1,,0.01,$25.50,$21.21,20.23,$58.58
NBSE,NeuBase Therapeutics Inc.,0.000,1,,0.03,$2.54,$2.41,5.39,$580.00
DAVA,Endava plc,0.000,1,,0.02,$48.20,$44.62,8.02,$115.86
ICL,ICL Grp Ltd.,0.000,1,,0.00,$5.73,$4.96,15.52,$10.20
BOX,Box Inc.,0.000,1,,0.03,$28.73,$24.00,19.71,$34.98
WSR,Whitestone REIT,0.000,1,,0.01,$9.38,$7.88,19.04,$10.88
OLO,Olo Inc.,0.000,1,,0.02,$6.50,$5.74,13.24,$14.08
LTRX,Lantronix Inc.,0.000,1,,0.01,$4.30,$3.52,22.16,$7.94
CHX,ChampionX Corp.,0.000,1,,0.01,$28.35,$16.49,71.92,$33.55
TLYS,Tilly's Inc.,0.000,1,,0.01,$6.76,$6.05,11.74,$10.35
MRCY,Mercury Systems Inc.,0.000,1,,0.01,$34.85,$34.13,2.11,$65.42
UP,Wheels Up Experience Inc.,0.000,1,,0.00,$1.14,$1.01,12.87,$28.80
LILA,Liberty LiLAC Group A,0.000,1,,0.01,$8.15,$5.90,38.14,$10.01
CDNA,CareDx Inc.,0.000,1,,0.01,$7.90,$6.22,27.01,$27.33
ON,ON Semiconductor Corp.,0.000,1,,0.00,$87.50,$44.76,95.49,$93.44
PR,Permian Resources Corp.,0.000,1,,0.01,$10.31,$5.08,102.95,$11.94
HCMA,Hcm Acquisition Corp A,0.000,1,,0.03,$10.65,$9.96,6.93,$10.90
SNCR,Synchronoss Technologies Inc.,0.000,1,,0.00,$0.92,$0.51,80.39,$1.87
B,Barnes Group,0.000,1,,0.02,$40.78,$27.60,47.75,$47.00
HPP,Hudson Pacific Properties Inc.,0.000,1,,0.03,$4.11,$3.98,3.27,$14.67
RICK,RCI Hospitality Holdings Inc.,0.000,1,,0.02,$72.91,$46.54,56.66,$97.23
ALGT,Allegiant Travel Company,0.000,1,,0.02,$119.03,$62.94,89.12,$125.74
RONI.WS-OLD,Rice Acquisition Corp Ii WTS,0.000,1,,0.01,,,,
OUT,Outfront Media Inc.,0.000,1,,0.03,$14.25,$13.58,4.93,$20.83
ALPA,Alpha Healthcare Acquisition Corp. III,0.000,1,,0.03,$10.34,$9.67,6.93,$11.83
RSG,Republic Services,0.000,1,,0.01,$146.51,$120.14,21.95,$149.30
BYN,Banyan Acquisition Corp A,0.000,1,,0.03,$10.42,$9.94,4.83,$10.95
VB,Vanguard Small Cap ETF,0.000,1,,0.03,$190.65,$166.96,14.19,$209.13
GO,Grocery Outlet Holding Corp.,0.000,1,,0.02,$29.06,$25.71,13.03,$46.37
CETU,Cetus Capital Acquisition Co,0.000,1,,0.02,$10.26,$10.09,1.68,$10.69
SAVE,Spirit Airlines,0.000,1,,0.01,$16.15,$14.41,12.07,$25.08
UTI,Universal Technical Institute,0.000,1,,0.01,$6.76,$5.27,28.27,$8.31
